_1,_2,_3
18098,17290,3
13736,381,3
13417,18417,2
8816,6478,1
381,18452,1
18458,14904,2
11097,18098,1
26,17696,1
6478,18680,1
18802,18778,1
75,14852,1
676,18713,1
836,19067,5
27973,14578,1
71246,14578,1
5177,3230,1
6478,3230,1
2647,3230,1
6478,20565,1
15527,20565,1
16145,20582,1
11097,20646,1
381,12809,1
9322,17116,1
20952,16712,1
18843,20951,1
13686,20951,1
13450,18540,2
20585,6478,1
12237,21075,1
32042,14904,1
88741,14904,1
20585,21024,9
15064,14904,1
0,2647,1
8646,13413,1
471,12947,2
13686,12947,1
471,21377,1
381,21481,1
676,21024,7
8285,12515,1
21642,15361,1
924,21707,2
17309,16853,1
21810,17696,1
22000,9314,1
25481,9465,1
14999,14904,1
23199,21352,1
11097,8013,8
16853,133,1
836,21473,1
91826,14904,1
23262,381,1
381,8878,1
381,1097,1
21560,23450,1
23647,381,1
13100,23568,1
471,20722,1
381,20585,1
23628,23721,2
471,12515,2
20372,12515,2
0,10902,1
29077,10902,1
836,23905,1
23972,8409,1
24003,14904,3
24024,12867,1
24003,924,3
8752,20585,1
8041,24303,1
836,24303,1
13296,21560,1
15533,9123,4
9123,108,1
103960,108,1
24053,108,1
21748,16380,1
34165,21024,1
17784,23230,1
381,24682,1
14909,12515,2
24913,21024,1
18819,17290,1
24593,25104,1
381,16097,1
38827,381,1
10902,14675,2
14715,20585,1
471,20585,1
381,21560,7
38551,21560,1
836,24005,1
836,24077,1
24593,19161,1
14736,16024,2
676,25236,1
16853,3591,1
816,16024,1
133,14560,1
25311,26223,1
26146,15412,1
23718,25311,1
24696,26519,1
26731,24719,1
16853,26869,1
26872,14906,4
836,26903,2
434,27065,1
381,26202,2
836,14675,4
27371,21608,1
27250,18540,1
8560,27420,1
13727,27432,2
46466,13518,1
27767,13518,1
27566,27250,1
9135,18429,1
13165,8560,1
24996,27194,1
8501,27194,1
27632,17310,1
21024,27741,1
27822,471,1
381,24157,1
27003,10462,1
30578,23144,1
27010,27250,4
28012,28031,1
27992,26394,1
8005,28062,1
471,28062,1
9123,13736,2
24215,13736,3
27432,13736,2
15412,13736,2
19161,13736,2
28384,19014,1
8005,18315,1
21,21608,2
471,28437,2
28522,21608,2
19161,21254,1
11097,28941,1
28628,28937,1
381,28937,2
28020,17518,1
27250,28864,2
28887,29073,1
21,29082,1
14310,29082,1
27250,29236,1
29286,9123,1
9123,18787,1
9123,29616,1
29606,9123,2
12384,29664,1
28628,25429,1
28628,29897,2
29957,29960,1
836,30075,1
9123,30006,3
6478,30036,1
30281,24895,1
18560,13518,1
29824,24895,1
836,30210,1
23305,29587,1
9123,30562,1
836,30597,4
381,2750,1
28475,30212,1
29960,16928,1
9123,16928,1
29891,836,2
8560,30825,1
30859,26394,1
29580,26394,4
29580,29644,4
6518,30624,1
19161,31017,2
381,27916,4
5055,31075,4
101084,10904,1
20372,8560,2
8560,24895,1
381,31475,1
32523,23478,1
39922,23478,1
10975,836,1
21433,8710,1
381,25429,5
381,28175,9
381,32011,1
29587,32068,2
31513,1386,1
676,32157,2
30928,30335,1
32262,30212,1
23204,10975,1
16538,4968,1
381,32357,1
32379,19161,1
8560,17484,1
26814,32490,1
381,20618,2
32648,13505,1
20618,32627,1
8710,14675,3
24409,32904,1
32628,32926,2
63089,8337,1
381,32979,1
381,32989,2
29781,13875,2
27768,33020,1
33057,2932,6
3397,30212,4
43112,33168,1
16853,33046,1
30212,33221,2
21433,33221,1
56761,26899,1
33432,14675,1
836,33613,1
381,413,1
381,33844,1
70409,17305,1
33838,33878,1
381,33838,17
23305,33905,1
381,33926,1
381,33954,1
18418,31093,1
31434,34063,1
836,33386,2
16922,33540,1
381,34116,1
33777,28523,1
34322,836,5
18418,16162,1
20618,18641,1
381,35449,1
23305,35481,2
35576,13891,1
34033,35605,1
8370,24011,1
35738,33812,1
32882,17538,2
47826,17538,1
381,1330,1
11097,37258,1
19161,37288,1
37480,11097,1
19161,37548,1
37567,37548,1
32882,14675,2
93900,37059,1
37736,8820,1
381,15533,4
836,37548,9
30964,35930,1
35597,12942,1
38091,23402,3
381,37626,1
13012,14675,1
381,33716,1
53527,34028,2
27114,20766,1
38302,381,1
14904,32850,2
381,38472,1
381,386,1
381,32637,4
12185,16135,1
381,33176,1
38960,35809,1
38983,33812,1
29575,39194,1
37808,38887,1
10640,30986,1
14909,30212,1
16853,836,1
836,39553,1
39564,1330,1
29644,28317,1
2515,39733,1
24593,18574,1
836,11097,2
39941,10216,1
836,40235,1
26788,40270,1
50727,40270,1
9123,40388,1
33202,40424,1
29342,2452,2
37059,14675,1
381,37986,8
13748,30000,1
31434,30000,3
9123,40720,2
836,40720,1
38226,40827,1
38887,40827,1
40857,17538,2
836,40885,1
13012,40951,2
39234,40962,1
381,33120,2
33812,33183,1
33349,26562,2
20903,36977,1
19161,39590,1
15412,39590,1
3070,9518,1
381,41814,1
45821,41843,1
8820,41886,1
44456,40879,1
41886,41913,1
40853,41948,2
8005,41639,1
381,42000,1
42029,41886,1
17041,40853,1
381,14904,2
29967,40853,2
40853,42210,4
26394,42225,1
33338,836,6
29781,41728,1
7763,41072,1
65655,42515,1
81999,24885,1
40766,24157,1
17916,41728,1
26329,29781,7
40853,21560,1
6550,15828,1
30335,21560,1
51696,15412,1
29575,43398,1
28175,40515,1
29781,43463,1
41886,43077,1
24215,43511,1
2968,43541,1
2968,43532,1
43294,28175,2
15412,43215,1
44139,43215,1
42031,13787,1
28860,43215,1
43679,43438,1
43741,43734,1
43616,40178,1
43665,42325,1
33202,42325,1
31718,43890,1
31718,40801,1
23240,40801,1
30335,44057,1
9675,44057,2
381,13515,1
43865,836,3
8552,38626,1
381,33245,1
11097,43294,2
38917,16401,1
30335,44556,1
44539,11097,2
28175,44610,5
29587,44607,1
4683,44771,1
43801,28175,1
28175,44986,2
28175,44991,1
381,4683,3
45005,8878,1
45264,836,2
45071,45148,2
381,45181,1
71581,44299,1
2447,11097,1
45289,28175,1
45313,45077,1
32042,45360,1
28175,45423,1
8478,15828,4
45485,15828,1
41615,31434,1
15828,28175,5
28175,45721,1
6550,42953,1
20372,17208,2
45965,14152,2
85271,836,1
45507,15828,1
35724,15828,1
27250,15828,1
46201,25635,1
381,44394,1
10882,46288,1
46305,23240,1
28175,46431,2
46598,12515,1
2853,11097,1
17636,29134,1
15527,46756,1
58599,44950,1
58135,44950,1
836,45507,3
39830,8878,1
35644,43455,3
35644,44701,1
46374,8878,2
46374,28175,2
31434,46374,1
44044,47078,1
27844,47078,1
83192,47078,1
27250,33134,1
35644,47204,2
44680,35644,1
45507,23240,1
27250,23240,1
23240,29587,2
35644,47352,2
32426,47366,1
51964,45048,1
45507,44688,1
35644,47359,3
381,43455,4
27250,41801,2
35644,47748,1
381,47473,2
35644,47473,3
35644,47766,1
29587,39331,1
35644,45750,1
47793,31977,1
47832,4683,2
29905,47844,1
836,27537,1
28175,47959,1
41204,45297,2
32288,8878,1
35644,4683,2
14904,49114,2
43469,38467,1
381,10947,1
381,32429,2
28175,47242,1
49354,24593,1
35644,47308,1
49855,18434,1
35644,18434,1
44139,49923,1
44456,46313,1
28175,49700,7
50192,29587,3
32402,50256,1
16538,50312,1
35644,29587,7
50379,50262,1
83895,50262,1
50269,50262,1
50441,34269,1
29587,46645,1
836,50506,1
15527,50473,1
35644,26674,1
35644,31006,1
8820,13727,5
27003,21433,1
49831,29392,2
28175,50627,1
50531,29587,2
25908,10548,1
35644,50831,1
44456,50917,1
50861,9769,1
34269,50946,1
37585,13023,2
42831,50727,1
381,51031,2
33202,51084,2
13736,26562,1
49293,50993,1
50835,29587,1
51147,39007,1
8820,28175,5
35644,28175,15
45264,39281,1
50832,33202,1
45494,51440,1
49700,50727,1
45264,9273,1
35644,45264,3
32544,50292,1
8820,45264,3
33759,51601,1
43077,47488,1
50471,41726,1
44039,51744,1
44039,51141,1
51714,43294,1
99862,38487,1
381,45610,2
51589,51541,1
41306,50174,1
51659,50174,1
35644,23857,1
53816,23857,1
50211,45264,2
52444,29587,3
41968,50211,2
35644,52473,1
52109,8841,1
35644,46454,2
29587,52902,2
39208,52902,1
29587,52516,1
43459,35613,3
45064,15902,1
37662,52925,1
52433,52089,1
53008,1330,2
50727,52577,1
35644,44456,3
45374,35644,1
52089,43077,1
51126,29587,1
50727,2893,2
22074,50727,3
18818,50727,1
49072,42377,1
33202,47832,1
44456,53287,1
90226,44456,1
35644,40788,2
106324,15828,1
49017,52428,2
14560,53366,1
53378,14048,1
94331,8560,2
49278,8560,1
36977,42488,1
28175,53137,3
52719,44477,1
53467,43472,2
75372,43472,1
50727,23334,1
52719,53575,1
53793,53575,1
55108,53575,1
55108,38751,1
53224,27114,1
52196,45264,1
29412,49617,3
53767,29587,2
52089,24883,1
23492,24883,1
52089,53283,1
45264,53283,2
29134,53985,2
471,53988,1
46452,37510,1
39387,54120,1
46375,27665,1
53465,42044,1
47782,15496,1
23334,45264,2
63076,47832,1
53278,44139,1
381,54030,1
51129,42044,1
50363,53030,1
31180,45264,1
26394,54491,1
40556,43077,1
44139,54581,4
53582,54581,3
38887,47832,1
52089,18227,1
54055,51659,1
46748,23305,4
54663,28175,1
28175,54722,2
53479,54722,2
54277,31457,2
44139,54364,1
38887,54981,1
53372,45264,1
35644,55049,2
44389,55049,1
381,55076,1
381,47359,3
47832,55130,2
56401,28175,1
44139,56406,2
53793,56406,1
46230,56344,2
8560,56499,1
21,56499,1
35644,56533,1
54395,45264,2
44456,984,2
54395,56719,2
13748,37014,1
56655,56802,1
56922,28175,8
37184,45264,1
33202,53361,2
33202,57091,2
56927,924,1
38467,54395,3
21,30931,1
54901,38887,1
57429,8041,1
29575,57503,1
57496,29169,1
44139,53477,2
57627,57588,2
57636,27983,1
44456,9123,1
57710,40426,1
23204,39338,3
1029,39338,2
57453,37363,2
13748,50534,1
47832,45264,3
58098,45264,1
104655,44083,1
58083,37793,1
13017,45450,1
58265,924,1
26562,44456,1
50519,54271,1
58416,34269,2
58536,46624,1
70340,38031,1
21232,30254,1
836,58753,1
47832,58785,2
35644,58805,1
44456,32220,1
58863,42399,1
45264,51007,1
836,50727,2
45264,58685,1
52257,58970,1
32429,14006,1
32440,59049,3
68778,58905,1
35644,59073,1
59084,45264,2
57526,59097,1
35644,58761,1
69246,57731,1
47403,59162,4
29412,59210,2
59085,57853,1
59085,45610,1
23305,45610,1
36977,59387,1
8878,56985,1
28175,51007,3
58685,51512,2
58283,59343,1
29575,59597,1
59085,47403,1
14006,59623,1
59706,59693,1
58433,836,13
54271,33202,1
76754,33202,1
23708,52109,1
59171,59887,1
1156,60080,1
57429,34269,2
1156,51082,2
58789,23305,1
56981,20933,1
56177,14372,1
1156,59550,1
8878,59550,1
58789,60381,1
6622,27607,1
31457,58587,2
16853,34153,4
60121,32926,1
63906,32926,1
14904,836,4
59975,60762,1
836,51708,1
44456,33934,1
18150,60051,1
23240,2932,1
18150,31434,3
61292,20429,1
60003,8878,3
58499,29412,2
8878,61681,1
924,61681,2
471,61718,1
57416,61756,4
57453,45679,1
471,45679,1
2932,60620,1
61757,2932,2
61601,2932,1
61756,45264,4
61973,51467,1
54115,21749,1
1029,62104,1
44456,54188,1
75055,8878,1
60011,59010,1
60954,17020,1
1330,51651,1
8820,62423,1
108,54968,1
51714,62641,1
46785,49752,2
34153,46107,1
79687,53367,1
91700,54395,1
35724,49375,1
49700,61096,1
62987,62998,1
63204,44456,1
62772,62386,1
62989,60954,2
54044,54395,2
60954,63581,2
63487,60902,1
14909,62053,1
24858,45264,1
49700,57311,1
35644,33361,1
57453,50833,1
64188,54024,2
52291,64188,1
63906,57627,1
27069,10588,2
53060,10588,1
8477,10588,1
54395,64392,1
53812,33279,2
34153,3085,2
3314,63932,2
64603,61418,1
64713,64700,3
63540,53812,1
36977,61816,1
13023,64399,1
58384,13023,1
65037,5144,1
35644,65055,3
50833,65051,1
64643,50833,1
62528,924,1
34153,49031,1
44456,59446,1
39292,41734,1
54178,53812,2
64760,23240,1
65654,63871,1
14006,62018,1
61645,62018,3
65809,20354,1
65843,23240,1
65556,61645,1
14006,65916,1
65733,61645,1
62097,45374,2
45726,65895,1
34153,65166,2
14006,65166,2
65949,50833,1
49980,35679,1
1029,65573,1
65323,58135,3
42926,65323,1
1426,47359,1
62097,17640,1
66387,17640,2
66455,26562,1
39518,57434,2
66581,63906,1
53812,63826,1
23240,66605,1
23240,59004,2
0,55122,1
63323,28175,1
66850,33819,1
29587,66933,1
66974,66759,1
23240,60085,1
43983,201,1
8688,45264,1
41525,66539,1
41525,63540,12
67378,50727,1
57214,58135,4
17484,67025,1
92050,67025,1
19261,47270,1
55122,62959,1
67577,33499,1
94925,33499,1
67483,67641,2
67483,67679,1
67743,23240,1
55122,66565,1
67483,67774,4
67483,67902,1
52533,49520,1
59051,60714,1
68243,30459,4
68154,68136,3
55010,66764,1
66104,67605,2
47581,32882,1
63906,68573,1
66252,50833,1
37330,1330,2
27983,60292,2
67412,60292,1
68740,38892,1
68674,41771,1
54096,68949,1
59087,68827,1
10372,65776,1
10870,68230,1
32697,69075,1
55122,69118,2
61756,1330,3
61756,68783,3
67437,45264,3
67328,60292,1
35644,1330,4
53812,49697,1
64596,69538,3
45166,69543,1
69405,58135,1
35644,54221,1
61445,68136,1
67328,64596,1
29033,60292,1
64596,68247,1
35644,68247,1
69633,69634,1
64760,69686,1
26917,67611,1
69744,53357,1
11061,45603,2
67328,68980,1
924,59627,1
64760,69471,1
69822,33759,2
64596,69895,1
69670,67420,1
41771,70147,1
47791,38261,1
24818,525,1
70066,52089,1
69822,41771,3
67328,70267,1
60785,63654,1
29169,67172,1
21,69481,2
67328,39830,2
28175,17752,1
29217,70603,1
67755,52291,2
70066,56761,4
54096,70776,2
10372,201,1
67328,70881,1
63652,70066,2
70718,39963,1
70774,54096,2
71125,836,1
70066,66665,1
70066,71207,1
23305,69484,1
54096,69484,3
50406,71304,1
37330,35679,1
86445,71316,1
67412,71316,1
61522,51209,1
61522,33202,1
71441,67328,1
70342,71297,2
23305,67125,1
44456,71581,2
71581,70838,3
70066,63906,2
23305,63906,1
71297,52089,1
67328,50534,1
66987,71219,1
29575,71218,3
53648,71218,1
55122,71725,1
27983,73671,1
5279,30170,1
73920,17397,1
73441,22074,1
74012,52291,2
42044,45506,1
66192,17397,2
73965,74182,3
73912,73332,2
47832,74294,1
71219,62920,3
51714,65323,2
74332,57429,1
31086,45182,1
70759,71442,1
74710,69822,1
61445,53274,1
73650,38083,2
74421,28175,2
73441,56354,2
68023,75051,1
15527,29169,1
56354,58083,1
40392,61883,2
70614,1029,1
71442,73680,1
10814,73680,1
71442,75314,1
71442,10513,1
64377,75333,1
75363,75359,1
66995,73441,1
36943,40137,1
65131,75257,1
10814,75450,2
924,65131,1
73441,75547,2
38911,56922,1
319,12614,1
74735,28685,1
64377,75691,1
75666,34269,1
38911,38892,5
0,71442,2
76027,64377,3
57019,73024,1
43060,71442,1
21825,39234,1
65131,50146,1
74735,43077,4
13370,41058,1
45374,76389,1
76530,30107,1
71442,76590,1
76074,33551,2
39547,51163,1
10814,13046,1
64377,76874,1
74098,18465,2
64377,70614,1
38083,77015,2
75782,65131,3
74281,77170,1
73912,77148,1
64377,77314,1
67096,51714,2
77329,77338,1
14675,76811,1
77251,4683,1
49590,77484,1
71219,68230,1
45507,76779,1
76779,28175,1
77631,71442,2
73441,6433,1
77704,24409,1
38091,24409,1
77102,77928,3
38911,77949,1
37243,67412,2
71952,67412,1
108,78098,1
75260,78098,1
57015,45374,1
23305,78274,1
49650,78363,3
26019,78586,1
65193,76626,1
50475,77159,1
71442,78873,2
67097,79022,1
23305,78870,1
18247,78870,1
77875,55122,1
62246,23305,1
32243,79199,1
71442,79231,2
71442,79235,1
64377,79235,1
71442,78443,4
69670,77251,1
27432,63181,2
70169,78290,1
79382,68025,1
71297,32243,1
56922,78523,1
78523,71442,1
79879,52291,1
65131,79293,1
29430,1330,1
80035,30385,1
44390,39706,1
73433,8878,1
77162,57724,1
16212,80244,1
65767,80245,1
28175,80471,1
1330,80547,2
58743,76779,4
53362,80506,1
78443,80599,1
80506,75152,1
80506,58135,1
44456,80776,3
10814,80850,1
73397,77981,3
80866,80906,2
55122,80911,1
82073,62034,1
73930,80221,1
80974,82077,2
29832,77006,1
76137,68260,1
32243,27665,1
82030,2459,1
79434,65131,2
73195,75897,1
82397,82167,1
79037,1330,1
65153,82484,1
77938,82596,2
26562,82596,1
43000,82596,1
82623,64377,1
71442,82714,1
61484,68023,1
60636,64377,1
51937,64377,1
26394,82577,2
65131,3321,2
53453,83143,3
75152,82701,1
68023,58933,1
80761,76883,1
62097,82815,2
65189,54115,1
71246,38608,1
71246,44808,3
83493,23305,1
65776,14560,1
45264,83591,1
45177,17310,1
47724,41663,1
26917,47687,1
60902,52291,1
65133,65655,1
80969,55122,2
106531,32884,1
64377,84151,3
65133,45264,2
66134,64270,2
83406,67993,2
68686,84883,1
83454,84530,1
75152,84988,3
9191,84626,1
65131,85278,1
35644,73074,1
62641,85317,1
85442,56195,1
76754,31009,1
60503,85166,1
84626,85507,4
23262,58008,1
66788,42686,1
60503,83276,1
64270,83276,2
75152,84626,1
77571,75152,2
85577,11097,1
12603,85398,1
85814,31434,2
85870,65153,2
77900,836,1
85398,77900,1
61445,62641,1
85995,64377,1
20517,74802,1
86132,65131,1
86182,76883,3
86192,64377,1
54096,85560,1
71219,43476,1
73441,84229,1
867,86560,4
34269,86571,1
38887,54395,1
86339,54395,2
71442,83275,1
74873,39338,1
95008,4808,1
85398,45610,2
85398,86705,1
54395,62846,1
867,86676,2
33183,74118,1
86831,52776,1
70635,86686,1
71961,86867,1
69822,86448,1
35644,41058,2
64876,71113,8
85398,52559,2
85398,77164,1
91724,64876,3
73851,87156,1
71113,49731,4
54096,49731,1
87208,78231,1
80885,46230,1
87205,80885,4
71442,58456,1
67361,80885,1
16394,54395,1
83473,75157,1
65131,87545,1
62282,84891,1
84891,64876,1
84891,87661,1
71442,87661,1
83100,83473,1
71442,71737,1
430,80885,1
83473,84891,4
71442,85702,1
83473,87791,1
303,87735,5
303,84712,1
64876,65710,4
23305,87930,1
23305,87943,1
35644,87943,1
55122,49997,4
87355,65131,3
303,65131,2
303,88080,1
41463,52089,1
42519,80885,1
12981,676,1
84626,88059,2
15518,55122,1
37184,85679,2
38834,88476,1
88458,65131,2
65131,47916,1
76754,64533,1
73930,87355,1
88601,33812,3
65131,57610,2
55122,57610,1
86339,84989,1
303,58736,3
64377,88907,3
64377,87368,2
78674,60636,1
63031,89200,1
64377,89244,1
303,79490,2
73505,80129,1
80129,89906,1
84891,89881,1
85597,64377,5
54096,74946,1
303,89957,1
75157,44560,1
65131,90011,1
89961,303,1
66022,64733,3
66022,64377,3
35644,66022,1
86339,89997,2
83922,66901,1
90353,303,1
63262,79863,2
49426,65131,1
15518,64377,1
90226,924,1
64377,90762,1
90226,77057,1
88138,59892,2
46563,68939,1
64876,90226,1
90661,15518,2
303,89245,1
27432,91111,3
55122,91111,2
54290,64377,1
85238,303,1
21,85505,2
91410,24576,1
73930,42774,1
67427,91427,1
91439,91148,1
66386,69093,2
65131,83887,2
91544,80885,4
51812,59854,2
68023,12345,1
35644,91244,1
35644,83161,1
84383,8560,1
21257,69093,2
67912,86339,2
55122,86339,12
21,91845,1
54079,27665,1
91962,54236,1
91876,37648,1
14675,76862,1
86339,92112,1
62641,44456,1
55122,89639,1
91812,69093,1
86611,30370,3
54096,83598,1
51467,92553,1
26214,51541,1
92437,75157,1
54944,84714,1
55122,93690,1
92073,75405,1
75152,88306,4
44456,87193,1
94040,56354,1
93553,93744,1
93963,91594,1
32814,52291,1
54096,93756,2
94162,64377,1
42866,21076,1
33485,93933,1
20343,94388,1
94540,94457,1
44456,94586,1
69746,94457,1
73441,65131,3
94457,94935,1
80660,1330,1
95144,94080,1
80072,65131,1
58341,95498,1
28175,91724,1
95257,86339,1
35644,90006,7
95076,61445,1
57453,80333,1
87355,51424,2
45799,95997,1
53357,64377,2
96187,92547,1
94454,96306,1
35644,96342,1
71442,78161,1
76540,96627,1
96630,38887,2
96592,38887,5
96740,73930,2
34269,44560,1
10640,44560,1
94040,55122,1
55122,78312,1
91594,74725,4
83554,58341,1
83554,14560,1
77360,90226,1
91383,86339,2
71442,50727,3
97439,37184,1
94593,14675,1
38887,97522,1
98368,97289,1
10814,97625,1
80072,52300,1
56714,97594,1
56714,96624,3
95944,64377,2
73930,8878,1
93939,1330,1
64377,96503,4
0,62642,1
98012,94199,1
71006,50406,1
13761,32510,1
93830,97514,4
74973,98133,1
98309,98289,1
10640,98368,1
90206,96574,3
98215,71442,1
98304,98414,1
95113,97514,2
50160,86000,1
106531,86000,1
96922,97100,1
61414,67050,1
84761,1330,1
98737,45726,1
57787,38887,1
98272,98811,1
71442,33672,1
67448,89252,3
71442,71810,1
68460,25696,1
67068,58341,1
65131,14675,7
86339,59436,1
35644,99575,1
9988,93653,1
58341,99620,1
99635,98127,1
98140,58341,3
47724,14675,1
98077,53760,2
86258,67931,1
99761,98614,1
3070,99808,1
99916,94457,4
45670,94457,2
45217,41692,1
30635,95258,1
73930,70393,1
67068,85183,1
76754,64500,1
100269,67502,1
55122,58341,9
99502,58341,1
55122,50727,6
71297,100411,1
92050,98427,1
100506,100575,1
11080,100608,1
58341,95204,1
51836,77574,1
100705,58341,2
99184,75474,1
82771,91826,4
67068,100587,3
100269,31350,1
98614,100842,1
50727,73930,2
100919,94457,4
33551,94457,1
101006,76754,1
91724,42204,1
90951,99102,1
64270,34269,2
71246,79227,1
35644,101301,1
98614,96815,1
100269,100942,1
76754,50727,6
98614,101407,1
100262,100269,8
99250,87185,1
98969,64377,1
76754,96574,1
101449,65131,3
101254,58341,1
88663,100454,1
71442,100262,1
70066,101552,1
71442,99078,1
50727,83901,1
76754,23122,1
64377,96815,3
91826,102816,1
97446,64625,1
98614,102961,1
58341,33208,1
58341,99255,1
43668,85107,2
97253,58341,2
103502,90066,1
64935,103524,1
28780,78897,2
103595,14560,2
26064,84891,2
3070,103595,1
103551,54612,1
103700,99838,2
99139,430,1
71442,103269,1
84891,103269,1
7730,103920,1
100967,96033,2
103989,103920,1
103930,102942,1
103857,30238,1
2695,30238,1
8552,104143,2
96312,2695,1
92050,56302,1
99139,77518,1
74599,104079,1
64377,104313,1
104471,104400,1
89478,64377,1
90404,102768,4
98414,52653,1
79934,90404,1
91724,101300,1
98121,97227,1
57596,67843,1
3443,104498,1
98414,96612,2
76530,104943,2
55122,104104,3
105140,101580,1
104959,98414,1
52291,103624,1
103437,4724,1
104498,105281,1
105387,83791,1
99648,1330,1
104626,99252,2
99252,105508,3
33551,1426,2
98414,90132,3
92050,41692,1
55122,41692,2
6550,71544,1
74387,105264,1
85353,35679,1
25849,75428,1
58341,60902,1
64377,41692,1
77157,14675,1
101337,97722,1
64377,88178,1
106184,6550,1
98414,51836,1
303,106247,2
14675,93816,1
106293,101337,2
90217,91355,4
91653,1330,1
32240,106359,1
106405,64377,1
87028,54395,3
104371,101337,6
96961,106183,4
303,59553,1
43000,98121,3
43000,106732,1
55122,96312,2
101337,106910,1
58341,103314,2
101580,98121,1
91700,47371,2
63378,21254,2
43000,107284,1
71442,106706,1
69518,74421,3
107619,87292,1
106732,84229,2
107696,37059,5
47089,107707,2
107906,107893,1
107899,14675,3
107660,107507,1
40805,105664,2
107170,82484,1
88913,107339,1
64377,108080,2
40805,106567,1
303,108201,1
107507,108185,2
69263,38887,1
303,106498,1
85696,108362,1
158,36,1
178,26,1
156,113,2
92,113,2
158,199,1
289,227,1
10319,227,1
8820,227,1
51948,227,1
10663,227,1
386,432,1
615,560,1
62,456,1
496,434,1
133,108,1
381,514,2
18246,514,1
2496,514,1
30433,514,1
471,122,1
791,434,1
97,548,1
836,88,1
836,960,1
986,984,1
84,985,1
1138,1011,1
15361,1011,1
322,478,1
21,838,1
454,1223,1
1107,883,1
322,26,1
974,1367,2
870,375,1
26847,154,1
21,941,2
471,802,1
869,375,1
62,1117,1
23240,1117,1
1241,2744,1
68954,2781,2
1156,2817,1
1279,97,1
1193,1279,4
1279,793,2
2979,1279,1
2785,819,1
21,3503,1
906,4619,1
3317,4692,1
1279,4774,1
847,4947,2
5067,847,2
21,2920,1
847,5075,1
847,5091,2
5027,5091,1
21,5110,1
21,5172,1
21,5283,1
381,5301,1
9146,5172,1
21,5224,3
31138,819,1
5356,964,2
2742,2853,1
6559,5143,2
1156,6646,2
303,6648,1
33354,6648,1
227,7950,1
227,7719,1
7961,7972,1
7982,381,2
8088,8065,1
381,8127,1
8127,90,1
